field_key,component_name,lv2_scope,requiredness,source_file
activityId,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
aiInstructions,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
allowRetry,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
allowSkip,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
anecdoteOrMemoryHook,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
assessmentPlan,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
audienceNotes,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
audioId,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
autoAdvance,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
body,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
buttons,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
cefrLevel,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
cefrMax,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
cefrMin,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
choiceElements,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
commonMisconceptions,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
competencyTags,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
coreTopics,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
correctAnswer,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
culturalContext,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
defaultLang,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
delayMs,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
description,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
diagnosticChecks,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
differentiationPaths,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
differentiationStrategies,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
diffLog,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
discourseFocus,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
estimatedMinutes,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
exampleResponses,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
expansionGuidelines,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
expectedCompletionRate,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
expectedTimeOnTask,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
extractabilityTier,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
extraPracticeNotes,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
forbiddenPatterns,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
grammarFocus,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
groupId,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
groupName,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
ingestPayload,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
ingestSource,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
instructions,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
isRequiredToPass,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
keywords,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
l1InterferenceNotes,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
lastUpdatedAt,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
lastUpdatedBy,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
learningObjectives,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
lessonId,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
levelMax,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
levelMin,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
linkedResources,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
manualOverrideJson,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
masteryRule,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
masteryThreshold,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
maxAttempts,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
maxScoreValue,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
metadata,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
minAttemptsBeforeSkip,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
moduleId,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
note,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
notesForTeacherOrAI,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
orderIndex,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
ownerTeam,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
passingScoreType,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
passingScoreValue,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
passRequiredForNext,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
prerequisiteEdges,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
prerequisiteModules,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
prerequisiteNodes,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
prerequisites,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
prerequisiteSlices,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
priorLessons,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
promptText,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
pronunciationFocus,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
propsJson,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
registerTone,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
registerVariants,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
remediationGuidance,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
remediationPaths,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
requiredScore,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
retryPolicy,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
runtimeContractV1,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
shortSummaryTeacherActivity,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
shortSummaryTeacherSlide,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
signatureMetaphors,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
simplificationGuidelines,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
skipPolicy,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
slideId,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
slug,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
sourceVersion,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
styleConstraints,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
subtitle,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
successCriteria,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
tags,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
targetedEdges,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
targetedNodes,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
targetedSlices,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
targetLanguage,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
targetNodeKeys,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
teacherNotes,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
teacherOverview,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
telemetryTags,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
textSubtype,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
timeExpectationActivity,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
title,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
topicCategory,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
type,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
version,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
visibility,activity_slides,ACT-010,required,lv2_central_brain/activity_010.md
vocabularyTheme,activity_slides,ACT-010,optional,lv2_central_brain/activity_010.md
activityId,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
aiInstructions,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
allowRetry,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
allowSkip,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
anecdoteOrMemoryHook,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
assessmentPlan,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
audienceNotes,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
audioId,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
autoAdvance,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
body,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
buttons,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
cefrLevel,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
cefrMax,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
cefrMin,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
commonMisconceptions,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
competencyTags,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
coreTopics,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
correctAnswer,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
culturalContext,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
defaultLang,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
delayMs,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
description,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
diagnosticChecks,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
differentiationPaths,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
differentiationStrategies,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
diffLog,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
discourseFocus,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
estimatedMinutes,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
exampleResponses,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
expansionGuidelines,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
expectedCompletionRate,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
expectedTimeOnTask,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
extractabilityTier,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
extraPracticeNotes,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
forbiddenPatterns,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
grammarFocus,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
groupId,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
groupName,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
ingestPayload,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
ingestSource,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
instructions,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
isRequiredToPass,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
keywords,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
l1InterferenceNotes,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
lastUpdatedAt,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
lastUpdatedBy,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
learningObjectives,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
lessonId,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
levelMax,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
levelMin,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
linkedResources,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
manualOverrideJson,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
masteryRule,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
masteryThreshold,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
maxAttempts,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
maxScoreValue,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
metadata,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
minAttemptsBeforeSkip,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
moduleId,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
note,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
notesForTeacherOrAI,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
orderIndex,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
ownerTeam,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
passingScoreType,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
passingScoreValue,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
passRequiredForNext,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
prerequisiteEdges,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
prerequisiteModules,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
prerequisiteNodes,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
prerequisites,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
prerequisiteSlices,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
priorLessons,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
pronunciationFocus,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
propsJson,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
registerTone,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
registerVariants,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
remediationGuidance,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
remediationPaths,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
requiredScore,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
retryPolicy,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
runtimeContractV1,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
shortSummaryTeacherActivity,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
shortSummaryTeacherSlide,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
signatureMetaphors,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
simplificationGuidelines,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
skipPolicy,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
slideId,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
slug,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
sourceVersion,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
statement,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
styleConstraints,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
subtitle,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
successCriteria,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
tags,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
targetedEdges,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
targetedNodes,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
targetedSlices,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
targetLanguage,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
targetNodeKeys,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
teacherNotes,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
teacherOverview,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
telemetryTags,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
textSubtype,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
timeExpectationActivity,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
title,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
topicCategory,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
type,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
version,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
visibility,activity_slides,ACT-011,required,lv2_central_brain/activity_011.md
vocabularyTheme,activity_slides,ACT-011,optional,lv2_central_brain/activity_011.md
activityId,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
aiInstructions,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
allowRetry,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
allowSkip,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
anecdoteOrMemoryHook,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
assessmentPlan,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
audienceNotes,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
audioId,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
autoAdvance,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
body,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
buttons,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
cefrLevel,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
cefrMax,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
cefrMin,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
choiceElements,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
commonMisconceptions,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
competencyTags,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
coreTopics,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
correctOddIndex,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
culturalContext,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
defaultLang,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
delayMs,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
description,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
diagnosticChecks,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
differentiationPaths,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
differentiationStrategies,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
diffLog,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
discourseFocus,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
estimatedMinutes,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
exampleResponses,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
expansionGuidelines,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
expectedCompletionRate,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
expectedTimeOnTask,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
extractabilityTier,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
extraPracticeNotes,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
forbiddenPatterns,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
grammarFocus,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
groupId,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
groupName,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
ingestPayload,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
ingestSource,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
instructions,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
isRequiredToPass,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
keywords,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
l1InterferenceNotes,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
lastUpdatedAt,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
lastUpdatedBy,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
learningObjectives,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
lessonId,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
levelMax,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
levelMin,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
linkedResources,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
manualOverrideJson,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
masteryRule,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
masteryThreshold,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
maxAttempts,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
maxScoreValue,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
metadata,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
minAttemptsBeforeSkip,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
moduleId,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
note,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
notesForTeacherOrAI,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
orderIndex,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
ownerTeam,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
passingScoreType,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
passingScoreValue,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
passRequiredForNext,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
prerequisiteEdges,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
prerequisiteModules,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
prerequisiteNodes,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
prerequisites,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
prerequisiteSlices,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
priorLessons,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
pronunciationFocus,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
propsJson,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
registerTone,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
registerVariants,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
remediationGuidance,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
remediationPaths,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
requiredScore,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
retryPolicy,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
runtimeContractV1,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
shortSummaryTeacherActivity,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
shortSummaryTeacherSlide,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
signatureMetaphors,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
simplificationGuidelines,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
skipPolicy,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
slideId,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
slug,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
sourceVersion,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
styleConstraints,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
subtitle,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
successCriteria,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
tags,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
targetedEdges,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
targetedNodes,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
targetedSlices,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
targetLanguage,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
targetNodeKeys,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
teacherNotes,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
teacherOverview,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
telemetryTags,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
textSubtype,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
timeExpectationActivity,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
title,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
topicCategory,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
type,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
version,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
visibility,activity_slides,ACT-012,required,lv2_central_brain/activity_012.md
vocabularyTheme,activity_slides,ACT-012,optional,lv2_central_brain/activity_012.md
activityId,activity_slides,ACT-013,required,lv2_central_brain/activity_013.md
aiInstructions,activity_slides,ACT-013,optional,lv2_central_brain/activity_013.md
allowRetry,activity_slides,ACT-013,required,lv2_central_brain/activity_013.md
allowSkip,activity_slides,ACT-013,required,lv2_central_brain/activity_013.md
anecdoteOrMemoryHook,activity_slides,ACT-013,optional,lv2_central_brain/activity_013.md
assessmentPlan,activity_slides,ACT-013,optional,lv2_central_brain/activity_013.md
audienceNotes,activity_slides,ACT-013,optional,lv2_central_brain/activity_013.md
audioId,activity_slides,ACT-013,optional,lv2_central_brain/activity_013.md
autoAdvance,activity_slides,ACT-013,optional,lv2_central_brain/activity_013.md
body,activity_slides,ACT-013,optional,lv2_central_brain/activity_013.md
buttons,activity_slides,ACT-013,optional,lv2_central_brain/activity_013.md
categoryLabels,activity_slides,ACT-013,required,lv2_central_brain/activity_013.md
cefrLevel,activity_slides,ACT-013,required,lv2_central_brain/activity_013.md
cefrMax,activity_slides,ACT-013,required,lv2_central_brain/activity_013.md
cefrMin,activity_slides,ACT-013,required,lv2_central_brain/activity_013.md
commonMisconceptions,activity_slides,ACT-013,optional,lv2_central_brain/activity_013.md
competencyTags,activity_slides,ACT-013,optional,lv2_central_brain/activity_013.md
coreTopics,activity_slides,ACT-013,required,lv2_central_brain/activity_013.md
culturalContext,activity_slides,ACT-013,optional,lv2_central_brain/activity_013.md
defaultLang,activity_slides,ACT-013,required,lv2_central_brain/activity_013.md
delayMs,activity_slides,ACT-013,optional,lv2_central_brain/activity_013.md
description,activity_slides,ACT-013,required,lv2_central_brain/activity_013.md
diagnosticChecks,activity_slides,ACT-013,optional,lv2_central_brain/activity_013.md
differentiationPaths,activity_slides,ACT-013,optional,lv2_central_brain/activity_013.md
differentiationStrategies,activity_slides,ACT-013,optional,lv2_central_brain/activity_013.md
diffLog,activity_slides,ACT-013,optional,lv2_central_brain/activity_013.md
discourseFocus,activity_slides,ACT-013,optional,lv2_central_brain/activity_013.md
estimatedMinutes,activity_slides,ACT-013,required,lv2_central_brain/activity_013.md
exampleResponses,activity_slides,ACT-013,optional,lv2_central_brain/activity_013.md
expansionGuidelines,activity_slides,ACT-013,optional,lv2_central_brain/activity_013.md
expectedCompletionRate,activity_slides,ACT-013,optional,lv2_central_brain/activity_013.md
expectedTimeOnTask,activity_slides,ACT-013,optional,lv2_central_brain/activity_013.md
extractabilityTier,activity_slides,ACT-013,optional,lv2_central_brain/activity_013.md
extraPracticeNotes,activity_slides,ACT-013,optional,lv2_central_brain/activity_013.md
forbiddenPatterns,activity_slides,ACT-013,optional,lv2_central_brain/activity_013.md
grammarFocus,activity_slides,ACT-013,optional,lv2_central_brain/activity_013.md
groupId,activity_slides,ACT-013,required,lv2_central_brain/activity_013.md
groupName,activity_slides,ACT-013,optional,lv2_central_brain/activity_013.md
ingestPayload,activity_slides,ACT-013,required,lv2_central_brain/activity_013.md
ingestSource,activity_slides,ACT-013,required,lv2_central_brain/activity_013.md
instructions,activity_slides,ACT-013,required,lv2_central_brain/activity_013.md
isRequiredToPass,activity_slides,ACT-013,required,lv2_central_brain/activity_013.md
