field_key,component_name,lv2_scope,requiredness,source_file
maxScoreValue,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
metadata,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md
minAttemptsBeforeSkip,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
moduleId,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
note,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md
notesForTeacherOrAI,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md
orderIndex,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
ownerTeam,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
passingScoreType,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
passingScoreValue,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
passRequiredForNext,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md
prerequisiteEdges,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
prerequisiteModules,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
prerequisiteNodes,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
prerequisites,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md
prerequisiteSlices,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
priorLessons,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md
pronunciationFocus,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md
propsJson,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
registerTone,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
registerVariants,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
remediationGuidance,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md
remediationPaths,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md
requiredScore,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
retryPolicy,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
runtimeContractV1,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
sentenceWithGaps,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
shortSummaryTeacherActivity,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
shortSummaryTeacherSlide,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
signatureMetaphors,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md
simplificationGuidelines,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md
skipPolicy,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
slideId,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
slug,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
sourceVersion,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
styleConstraints,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md
subtitle,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md
successCriteria,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
tags,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
targetedEdges,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
targetedNodes,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
targetedSlices,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
targetLanguage,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
targetNodeKeys,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
teacherNotes,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md
teacherOverview,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md
telemetryTags,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
textSubtype,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md
timeExpectationActivity,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md
title,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md
topicCategory,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md
type,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
version,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
visibility,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md
vocabularyTheme,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md
activityId,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
aiInstructions,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
allowRetry,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
allowSkip,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
anecdoteOrMemoryHook,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
assessmentPlan,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
audienceNotes,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
audioId,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
autoAdvance,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
body,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
buttons,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
cefrLevel,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
cefrMax,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
cefrMin,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
commonMisconceptions,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
competencyTags,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
coreTopics,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
culturalContext,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
defaultLang,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
delayMs,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
description,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
diagnosticChecks,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
differentiationPaths,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
differentiationStrategies,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
diffLog,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
discourseFocus,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
estimatedMinutes,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
exampleResponses,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
expansionGuidelines,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
expectedCompletionRate,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
expectedTimeOnTask,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
extractabilityTier,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
extraPracticeNotes,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
forbiddenPatterns,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
grammarFocus,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
groupId,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
groupName,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
ingestPayload,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
ingestSource,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
instructions,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
isRequiredToPass,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
keywords,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
l1InterferenceNotes,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
lastUpdatedAt,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
lastUpdatedBy,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
learningObjectives,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
lessonId,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
levelMax,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
levelMin,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
linkedResources,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
manualOverrideJson,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
masteryRule,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
masteryThreshold,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
maxAttempts,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
maxScoreValue,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
metadata,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
minAttemptsBeforeSkip,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
moduleId,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
note,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
notesForTeacherOrAI,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
orderIndex,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
ownerTeam,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
passingScoreType,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
passingScoreValue,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
passRequiredForNext,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
prerequisiteEdges,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
prerequisiteModules,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
prerequisiteNodes,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
prerequisites,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
prerequisiteSlices,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
priorLessons,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
pronunciationFocus,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
propsJson,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
registerTone,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
registerVariants,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
remediationGuidance,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
remediationPaths,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
requiredScore,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
retryPolicy,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
runtimeContractV1,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
sentenceWithGaps,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
shortSummaryTeacherActivity,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
shortSummaryTeacherSlide,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
signatureMetaphors,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
simplificationGuidelines,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
skipPolicy,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
slideId,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
slug,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
sourceVersion,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
styleConstraints,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
subtitle,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
successCriteria,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
tags,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
targetedEdges,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
targetedNodes,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
targetedSlices,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
targetLanguage,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
targetNodeKeys,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
teacherNotes,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
teacherOverview,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
telemetryTags,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
textSubtype,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
timeExpectationActivity,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
title,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
topicCategory,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
type,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
version,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
visibility,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
vocabularyTheme,activity_slides,ACT-018,optional,lv2_central_brain/activity_018.md
wordBank,activity_slides,ACT-018,required,lv2_central_brain/activity_018.md
acceptedCorrections,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
activityId,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
aiInstructions,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
allowRetry,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
allowSkip,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
anecdoteOrMemoryHook,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
assessmentPlan,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
audienceNotes,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
audioId,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
autoAdvance,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
body,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
buttons,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
cefrLevel,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
cefrMax,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
cefrMin,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
commonMisconceptions,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
competencyTags,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
coreTopics,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
culturalContext,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
defaultLang,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
delayMs,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
description,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
diagnosticChecks,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
differentiationPaths,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
differentiationStrategies,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
diffLog,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
discourseFocus,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
errorIndex,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
estimatedMinutes,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
exampleResponses,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
expansionGuidelines,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
expectedCompletionRate,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
expectedTimeOnTask,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
extractabilityTier,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
extraPracticeNotes,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
forbiddenPatterns,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
grammarFocus,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
groupId,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
groupName,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
incorrectSentence,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
ingestPayload,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
ingestSource,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
instructions,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
isRequiredToPass,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
keywords,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
l1InterferenceNotes,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
lastUpdatedAt,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
lastUpdatedBy,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
learningObjectives,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
lessonId,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
levelMax,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
levelMin,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
linkedResources,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
manualOverrideJson,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
masteryRule,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
masteryThreshold,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
maxAttempts,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
maxScoreValue,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
metadata,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
minAttemptsBeforeSkip,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
moduleId,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
note,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
notesForTeacherOrAI,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
orderIndex,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
ownerTeam,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
passingScoreType,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
passingScoreValue,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
passRequiredForNext,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
prerequisiteEdges,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
prerequisiteModules,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
prerequisiteNodes,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
prerequisites,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
prerequisiteSlices,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
priorLessons,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
pronunciationFocus,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
propsJson,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
registerTone,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
registerVariants,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
remediationGuidance,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
remediationPaths,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
requiredScore,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
retryPolicy,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
runtimeContractV1,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
shortSummaryTeacherActivity,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
shortSummaryTeacherSlide,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
signatureMetaphors,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
simplificationGuidelines,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
skipPolicy,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
slideId,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
slug,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
sourceVersion,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
styleConstraints,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
subtitle,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
successCriteria,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
tags,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
targetedEdges,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
targetedNodes,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
targetedSlices,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
targetLanguage,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
targetNodeKeys,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
teacherNotes,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
teacherOverview,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
telemetryTags,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
textSubtype,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
timeExpectationActivity,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
title,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
topicCategory,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
type,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
version,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
visibility,activity_slides,ACT-019,required,lv2_central_brain/activity_019.md
vocabularyTheme,activity_slides,ACT-019,optional,lv2_central_brain/activity_019.md
activityId,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
aiInstructions,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
allowRetry,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
allowSkip,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
anecdoteOrMemoryHook,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
assessmentPlan,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
audienceNotes,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
audioId,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
audioPrompt,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
autoAdvance,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
body,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
buttons,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
cefrLevel,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
cefrMax,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
cefrMin,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
commonMisconceptions,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
competencyTags,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
coreTopics,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
culturalContext,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
defaultLang,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
delayMs,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
description,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
diagnosticChecks,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
differentiationPaths,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
differentiationStrategies,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
diffLog,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
discourseFocus,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
estimatedMinutes,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
exampleResponses,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
expansionGuidelines,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
expectedCompletionRate,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
expectedTimeOnTask,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
extractabilityTier,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
extraPracticeNotes,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
forbiddenPatterns,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
grammarFocus,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
groupId,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
groupName,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
ingestPayload,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
ingestSource,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
instructions,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
isRequiredToPass,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
keywords,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
l1InterferenceNotes,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
lastUpdatedAt,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
lastUpdatedBy,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
learningObjectives,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
lessonId,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
levelMax,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
levelMin,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
linkedResources,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
manualOverrideJson,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
masteryRule,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
masteryThreshold,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
maxAttempts,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
maxScoreValue,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
metadata,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
minAttemptsBeforeSkip,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
moduleId,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
note,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
notesForTeacherOrAI,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
orderIndex,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
ownerTeam,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
passingScoreType,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
passingScoreValue,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
passRequiredForNext,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
prerequisiteEdges,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
prerequisiteModules,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
prerequisiteNodes,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
prerequisites,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
prerequisiteSlices,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
priorLessons,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
promptText,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
pronunciationFocus,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
propsJson,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
registerTone,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
registerVariants,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
remediationGuidance,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
remediationPaths,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
requiredScore,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
retryPolicy,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
runtimeContractV1,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
shortSummaryTeacherActivity,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
shortSummaryTeacherSlide,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
signatureMetaphors,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
simplificationGuidelines,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
skipPolicy,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
slideId,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
slug,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
sourceVersion,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
styleConstraints,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
subtitle,activity_slides,ACT-020,optional,lv2_central_brain/activity_020.md
successCriteria,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
tags,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
targetedEdges,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
targetedNodes,activity_slides,ACT-020,required,lv2_central_brain/activity_020.md
